anio,semestre,periodo,trabajo_de,grupo_rol,dedicacion,sal_bruto,log_sal,sueldo_dolarizado,log_sal_usd,sal_usd_blue,seniority,experiencia,antiguedad_empresa,antiguedad_puesto,gente_a_cargo,gente_a_cargo_grupo,contrato,modalidad,tam_empresa,genero_simple,edad,nivel_estudios,region,uso_ia
2019,2,2019.2,DBA,Infraestructura,NA,105000,11.56171562913966,NA,7.48040858577176,1772.9650362485083,NA,7,2,2,0,Sin equipo,Staff,NA,NA,Hombre,30,Secundario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,40882,10.618445147359923,NA,6.537138103992022,690.3081582086811,NA,2,2,2,0,Sin equipo,Otro,NA,NA,Hombre,24,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,120000,11.695247021764184,NA,7.6139399783962824,2026.2457557125808,NA,20,0,15,0,Sin equipo,Contractor,NA,NA,Hombre,41,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,35000,10.46310334047155,NA,6.38179629710365,590.9883454161694,NA,8,0,0,0,Sin equipo,Staff,NA,NA,Hombre,26,Secundario,CABA,NA
2019,2,2019.2,BI Analyst / Data Analyst,Datos / AI,NA,34000,10.4341158035983,NA,6.352808760230397,574.1029641185646,NA,2,1,0,2,Equipo pequeño,Staff,NA,NA,Mujer,29,Terciario,CABA,NA
2019,2,2019.2,SysAdmin / DevOps / SRE,Infraestructura,NA,57500,10.959540226785442,NA,6.878233183417541,970.9094246122784,NA,3,0,0,0,Sin equipo,Staff,NA,NA,Hombre,27,Posgrado/Especialización,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,42000,10.645424897265505,NA,6.564117853897605,709.1860144994033,NA,0,0,0,0,Sin equipo,Staff,NA,NA,Mujer,35,Terciario,CABA,NA
2019,2,2019.2,QA / Tester,Desarrollo / QA,NA,83000,11.326595886778735,NA,7.245288843410834,1401.4866477012017,NA,5,1,1,8,Equipo mediano,Staff,NA,NA,Hombre,39,Terciario,CABA,NA
2019,2,2019.2,Architect,Infraestructura,NA,188000,12.144197241812087,NA,8.062890198444185,3174.45168394971,NA,23,9,1,0,Sin equipo,Staff,NA,NA,Hombre,44,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,64000,11.06663836234181,NA,6.985331318973908,1080.6644030467098,NA,6,1,1,0,Sin equipo,Staff,NA,NA,Hombre,27,Secundario,CABA,NA
2019,2,2019.2,SysAdmin / DevOps / SRE,Infraestructura,NA,175000,12.072541252905651,NA,7.99123420953775,2954.941727080847,NA,22,0,10,0,Sin equipo,Staff,NA,NA,Hombre,43,Universitario,CABA,NA
2019,2,2019.2,SysAdmin / DevOps / SRE,Infraestructura,NA,80000,11.289781913656018,NA,7.208474870288118,1350.8305038083872,NA,10,0,0,0,Sin equipo,Staff,NA,NA,Hombre,39,Terciario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,92000,11.429543856031177,NA,7.348236812663276,1553.4550793796454,NA,30,15,15,0,Sin equipo,Staff,NA,NA,Hombre,52,Terciario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,21600,9.980448593672257,NA,5.899141550304355,364.72423602826456,NA,6,2,2,0,Sin equipo,Otro,NA,NA,Hombre,28,Terciario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,106000,11.571194373094205,NA,7.4898873297263036,1789.850417546113,NA,7,0,0,0,Sin equipo,Staff,NA,NA,Hombre,29,Universitario,CABA,NA
2019,2,2019.2,Networking,Infraestructura,NA,51000,10.839580911706463,NA,6.758273868338562,861.1544461778469,NA,5,0,0,0,Sin equipo,Staff,NA,NA,Hombre,26,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,65000,11.082142548877775,NA,7.000835505509873,1097.5497843443147,NA,4,2,2,0,Sin equipo,Staff,NA,NA,Hombre,28,Universitario,CABA,NA
2019,2,2019.2,Technical Leader,Roles de gestión,NA,50000,10.819778284410283,NA,6.738471241042382,844.269064880242,NA,10,9,5,0,Sin equipo,Staff,NA,NA,Hombre,33,Terciario,CABA,NA
2019,2,2019.2,Manager / Director,Roles de gestión,NA,275200,12.525253385041326,NA,8.443946341673424,4646.856933100852,NA,25,5,5,3,Equipo pequeño,Freelance,NA,NA,Hombre,44,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,82000,11.314474526246391,NA,7.233167482878489,1384.601266403597,NA,6,0,0,0,Sin equipo,Staff,NA,NA,Hombre,25,Terciario,CABA,NA
2019,2,2019.2,Technical Leader,Roles de gestión,NA,101000,11.522875795823397,NA,7.441568752455495,1705.423511058089,NA,12,0,7,5,Equipo mediano,Tercerizado,NA,NA,Hombre,33,Universitario,CABA,NA
2019,2,2019.2,DBA,Infraestructura,NA,45150,10.717745558845131,NA,6.636438515477231,762.3749655868586,NA,26,20,1,0,Sin equipo,Staff,NA,NA,Hombre,46,Terciario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,35000,10.46310334047155,NA,6.38179629710365,590.9883454161694,NA,0,0,0,0,Sin equipo,Staff,NA,NA,Hombre,21,Secundario,CABA,NA
2019,2,2019.2,Data Scientist / Data Engineer,Datos / AI,NA,55000,10.915088464214607,NA,6.833781420846707,928.6959713682662,NA,1,0,0,0,Sin equipo,Staff,NA,NA,Mujer,23,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,72000,11.184421397998193,NA,7.103114354630292,1215.7474534275486,NA,6,6,6,4,Equipo pequeño,Staff,NA,NA,Hombre,33,Universitario,CABA,NA
2019,2,2019.2,SysAdmin / DevOps / SRE,Infraestructura,NA,55798.310000000005,10.929498861172398,NA,6.848191817804498,942.1757401119572,NA,15,7,10,3,Equipo pequeño,Staff,NA,NA,Hombre,35,Universitario,CABA,NA
2019,2,2019.2,Architect,Infraestructura,NA,110000,11.608235644774552,NA,7.526928601406652,1857.3919427365324,NA,11,7,4,8,Equipo mediano,Staff,NA,NA,Mujer,32,Universitario,CABA,NA
2019,2,2019.2,BI Analyst / Data Analyst,Datos / AI,NA,93500,11.44571671527678,NA,7.364409671908877,1578.7831513260526,NA,3,1.5,1.5,0,Sin equipo,Staff,NA,NA,Mujer,29,Universitario,CABA,NA
2019,2,2019.2,Manager / Director,Roles de gestión,NA,140000,11.84939770159144,NA,7.7680906582235405,2363.9533816646776,NA,20,4,4,15,Equipo grande,Staff,NA,NA,Hombre,40,Universitario,CABA,NA
2019,2,2019.2,BI Analyst / Data Analyst,Datos / AI,NA,83000,11.326595886778735,NA,7.245288843410834,1401.4866477012017,NA,9,0,6,1,Equipo pequeño,Staff,NA,NA,Hombre,26,Universitario,CABA,NA
2019,2,2019.2,Infosec,Ciberseguridad,NA,97500,11.487607656985938,NA,7.406300613618038,1646.324676516472,NA,4,0,0,0,Sin equipo,Staff,NA,NA,Hombre,29,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,80000,11.289781913656018,NA,7.208474870288118,1350.8305038083872,NA,3,0,0,0,Sin equipo,Staff,NA,NA,Hombre,22,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,65000,11.082142548877775,NA,7.000835505509873,1097.5497843443147,NA,5,0,0,0,Sin equipo,Staff,NA,NA,Hombre,28,Universitario,CABA,NA
2019,2,2019.2,QA / Tester,Desarrollo / QA,NA,27000,10.203592144986466,NA,6.122285101618566,455.9052950353307,NA,3,0,1,0,Sin equipo,Otro,NA,NA,Mujer,22,Universitario,CABA,NA
2019,2,2019.2,Technical Leader,Roles de gestión,NA,85000,11.350406535472453,NA,7.269099492104552,1435.2574102964115,NA,20,10,8,3,Equipo pequeño,Staff,NA,NA,Hombre,48,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,63123,11.052840482907422,NA,6.971533439539521,1065.8559236487104,NA,2,1,1,0,Sin equipo,Staff,NA,NA,Hombre,25,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,74000,11.211820372186306,NA,7.130513328818406,1249.5182160227582,NA,4,0,0,0,Sin equipo,Staff,NA,NA,Hombre,27,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,52000,10.858998997563564,NA,6.777691954195664,878.0398274754517,NA,4,3,3,0,Sin equipo,Staff,NA,NA,Hombre,25,Terciario,CABA,NA
2019,2,2019.2,QA / Tester,Desarrollo / QA,NA,44500,10.703244468154331,NA,6.621937424786431,751.3994677434155,NA,4,2,2,0,Sin equipo,Staff,NA,NA,Mujer,29,Terciario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,106500,11.575900264131617,NA,7.494593220763716,1798.2931081949155,NA,13,2,7,0,Sin equipo,Staff,NA,NA,Hombre,36,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,65000,11.082142548877775,NA,7.000835505509873,1097.5497843443147,NA,15,3,2,0,Sin equipo,Staff,NA,NA,Mujer,40,Terciario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,36000,10.491274217438248,NA,6.4099671740703466,607.8737267137743,NA,0,0,0,0,Sin equipo,Staff,NA,NA,Hombre,26,Universitario,CABA,NA
2019,2,2019.2,DBA,Infraestructura,NA,107000,11.580584113444043,NA,7.499277070076142,1806.735798843718,NA,18,10,14,0,Sin equipo,Staff,NA,NA,Hombre,43,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,52000,10.858998997563564,NA,6.777691954195664,878.0398274754517,NA,5,1,1,0,Sin equipo,Staff,NA,NA,Hombre,27,Terciario,CABA,NA
2019,2,2019.2,QA / Tester,Desarrollo / QA,NA,75000,11.225243392518447,NA,7.143936349150547,1266.4035973203631,NA,12,2,1,1,Equipo pequeño,Staff,NA,NA,Mujer,35,Terciario,CABA,NA
2019,2,2019.2,VP / C-Level,Roles de gestión,NA,150000,11.918390573078392,NA,7.837083529710492,2532.8071946407263,NA,8,3,1,3,Equipo pequeño,Staff,NA,NA,Hombre,24,Terciario,CABA,NA
2019,2,2019.2,Architect,Infraestructura,NA,75000,11.225243392518447,NA,7.143936349150547,1266.4035973203631,NA,10,0,0,0,Sin equipo,Staff,NA,NA,Hombre,35,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,48000,10.778956289890028,NA,6.697649246522127,810.4983022850323,NA,3,2,2,0,Sin equipo,Otro,NA,NA,Hombre,26,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,48000,10.778956289890028,NA,6.697649246522127,810.4983022850323,NA,4,4,1,3,Equipo pequeño,Staff,NA,NA,Hombre,27,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,70000,11.156250521031495,NA,7.074943477663595,1181.9766908323388,NA,5,0,0,0,Sin equipo,Staff,NA,NA,Hombre,24,Universitario,CABA,NA
2019,2,2019.2,QA / Tester,Desarrollo / QA,NA,40200,10.601622274607113,NA,6.520315231239212,678.7923281637146,NA,5,2,3,1,Equipo pequeño,Staff,NA,NA,Hombre,28,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,52000,10.858998997563564,NA,6.777691954195664,878.0398274754517,NA,7,1,1,5,Equipo mediano,Staff,NA,NA,Hombre,27,Universitario,CABA,NA
2019,2,2019.2,QA / Tester,Desarrollo / QA,NA,64700,11.077516480488992,NA,6.996209437121091,1092.4841699550332,NA,9,1,1,0,Sin equipo,Staff,NA,NA,Hombre,35,Terciario,CABA,NA
2019,2,2019.2,Technical Leader,Roles de gestión,NA,215000,12.2783933071098,NA,8.197086263741898,3630.3569789850408,NA,11,11,2,10,Equipo mediano,Staff,NA,NA,Hombre,29,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,105000,11.56171562913966,NA,7.48040858577176,1772.9650362485083,NA,8,7,7,0,Sin equipo,Staff,NA,NA,Hombre,31,Secundario,CABA,NA
2019,2,2019.2,SysAdmin / DevOps / SRE,Infraestructura,NA,38000,10.545341438708522,NA,6.464034395340622,641.6444893089839,NA,4,0,4,0,Sin equipo,Staff,NA,NA,Hombre,28,Universitario,CABA,NA
2019,2,2019.2,Manager / Director,Roles de gestión,NA,150000,11.918390573078392,NA,7.837083529710492,2532.8071946407263,NA,17,15,3,8,Equipo mediano,Staff,NA,NA,Hombre,39,Universitario,CABA,NA
2019,2,2019.2,Technical Leader,Roles de gestión,NA,90000,11.407564949312402,NA,7.326257905944502,1519.6843167844356,NA,12,4,4,1,Equipo pequeño,Staff,NA,NA,Hombre,40,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,32500,10.388995368317829,NA,6.307688324949928,548.7748921721574,NA,1,1,1,0,Sin equipo,Staff,NA,NA,Mujer,25,Secundario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,55000,10.915088464214607,NA,6.833781420846707,928.6959713682662,NA,11,0,0,0,Sin equipo,Staff,NA,NA,Hombre,31,Terciario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,55000,10.915088464214607,NA,6.833781420846707,928.6959713682662,NA,1,1,1,0,Sin equipo,Staff,NA,NA,Mujer,27,Terciario,CABA,NA
2019,2,2019.2,DBA,Infraestructura,NA,190000,12.154779351142624,NA,8.073472307774722,3208.22244654492,NA,40,34,28,0,Sin equipo,Staff,NA,NA,Hombre,60,Posgrado/Especialización,CABA,NA
2019,2,2019.2,BI Analyst / Data Analyst,Datos / AI,NA,78000,11.26446410567173,NA,7.183157062303828,1317.0597412131776,NA,8,2,1,0,Sin equipo,Staff,NA,NA,Hombre,36,Universitario,CABA,NA
2019,2,2019.2,Consultant,Desarrollo / QA,NA,40000,10.596634733096073,NA,6.5153276897281724,675.4152519041936,NA,3,1,0,1,Equipo pequeño,Staff,NA,NA,Hombre,25,Terciario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,80000,11.289781913656018,NA,7.208474870288118,1350.8305038083872,NA,12,0,12,0,Sin equipo,Freelance,NA,NA,Hombre,44,Terciario,CABA,NA
2019,2,2019.2,Technical Leader,Roles de gestión,NA,45000,10.714417768752456,NA,6.633110725384556,759.8421583922178,NA,12,6,6,10,Equipo mediano,Staff,NA,NA,Hombre,40,Universitario,CABA,NA
2019,2,2019.2,SysAdmin / DevOps / SRE,Infraestructura,NA,54000,10.896739325546411,NA,6.81543228217851,911.8105900706614,NA,10,3,2,0,Sin equipo,Freelance,NA,NA,Mujer,35,Universitario,CABA,NA
2019,2,2019.2,QA / Tester,Desarrollo / QA,NA,170000,12.043553716032399,NA,7.962246672664498,2870.514820592823,NA,15,2,1,0,Sin equipo,Staff,NA,NA,Hombre,40,Posgrado/Especialización,CABA,NA
2019,2,2019.2,Manager / Director,Roles de gestión,NA,165000,12.013700752882718,NA,7.932393709514817,2786.0879141047985,NA,28,8,3,198,Equipo grande,Staff,NA,NA,Hombre,47,Posgrado/Especialización,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,105000,11.56171562913966,NA,7.48040858577176,1772.9650362485083,NA,5,1.5,1.5,0,Sin equipo,Staff,NA,NA,Hombre,26,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,30700,10.332017933575289,NA,6.250710890207388,518.3812058364687,NA,0,0,0,0,Sin equipo,Staff,NA,NA,Hombre,24,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,210000,12.254862809699606,NA,8.173555766331704,3545.9300724970167,NA,10,0,0,0,Sin equipo,Contractor,NA,NA,Hombre,37,Posgrado/Especialización,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,44000,10.691944912900398,NA,6.610637869532497,742.956777094613,NA,1,0,0,0,Sin equipo,Staff,NA,NA,Hombre,28,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,140000,11.84939770159144,NA,7.7680906582235405,2363.9533816646776,NA,6,3,0,0,Sin equipo,Staff,NA,NA,Hombre,32,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,64000,11.06663836234181,NA,6.985331318973908,1080.6644030467098,NA,4,0,0,0,Sin equipo,Staff,NA,NA,Hombre,26,Universitario,CABA,NA
2019,2,2019.2,Data Scientist / Data Engineer,Datos / AI,NA,54000,10.896739325546411,NA,6.81543228217851,911.8105900706614,NA,7,0,0,0,Sin equipo,Staff,NA,NA,Hombre,28,Universitario,CABA,NA
2019,2,2019.2,SysAdmin / DevOps / SRE,Infraestructura,NA,63000,11.05089000537367,NA,6.969582962005769,1063.779021749105,NA,4,2,1,0,Sin equipo,Staff,NA,NA,Hombre,24,Secundario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,60000,11.002099841204238,NA,6.920792797836337,1013.1228778562904,NA,3,3,3,0,Sin equipo,Staff,NA,NA,Hombre,25,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,30000,10.308952660644293,NA,6.227645617276392,506.5614389281452,NA,5,4,0,0,Sin equipo,Staff,NA,NA,Hombre,24,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,60000,11.002099841204238,NA,6.920792797836337,1013.1228778562904,NA,18,4,4,0,Sin equipo,Staff,NA,NA,Hombre,40,Universitario,CABA,NA
2019,2,2019.2,Technical Leader,Roles de gestión,NA,80000,11.289781913656018,NA,7.208474870288118,1350.8305038083872,NA,30,1,1,3,Equipo pequeño,Staff,NA,NA,Hombre,51,Universitario,CABA,NA
2019,2,2019.2,SysAdmin / DevOps / SRE,Infraestructura,NA,115000,11.652687407345388,NA,7.571380363977487,1941.8188492245567,NA,1,0,0,0,Sin equipo,Staff,NA,NA,Hombre,25,Universitario,CABA,NA
2019,2,2019.2,Architect,Infraestructura,NA,106000,11.571194373094205,NA,7.4898873297263036,1789.850417546113,NA,13,2.5,2.5,15,Equipo grande,Staff,NA,NA,Hombre,31,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,38000,10.545341438708522,NA,6.464034395340622,641.6444893089839,NA,2,0,0,0,Sin equipo,Staff,NA,NA,Hombre,25,Terciario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,125000,11.736069016284437,NA,7.654761972916537,2110.672662200605,NA,14,1,5,0,Sin equipo,Staff,NA,NA,Hombre,40,Universitario,CABA,NA
2019,2,2019.2,Infosec,Ciberseguridad,NA,150000,11.918390573078392,NA,7.837083529710492,2532.8071946407263,NA,3,0,3,0,Sin equipo,Staff,NA,NA,Hombre,25,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,115000,11.652687407345388,NA,7.571380363977487,1941.8188492245567,NA,12,2,2,0,Sin equipo,Staff,NA,NA,Hombre,34,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,48000,10.778956289890028,NA,6.697649246522127,810.4983022850323,NA,3,0,0,0,Sin equipo,Staff,NA,NA,Hombre,25,Universitario,CABA,NA
2019,2,2019.2,Architect,Infraestructura,NA,120000,11.695247021764184,NA,7.6139399783962824,2026.2457557125808,NA,12,3,1,0,Sin equipo,Staff,NA,NA,Hombre,30,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,62000,11.03488966402723,NA,6.953582620659328,1046.8936404515002,NA,10,1,3,1,Equipo pequeño,Staff,NA,NA,Hombre,32,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,59500,10.993731591533722,NA,6.91242454816582,1004.6801872074881,NA,12,0,12,0,Sin equipo,Staff,NA,NA,Hombre,40,Universitario,CABA,NA
2019,2,2019.2,SysAdmin / DevOps / SRE,Infraestructura,NA,78900,11.275936506833965,NA,7.194629463466065,1332.2565843810219,NA,5,0,0,0,Sin equipo,Staff,NA,NA,Hombre,25,Terciario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,33000,10.404262840448617,NA,6.322955797080716,557.2175828209597,NA,1,1,1,0,Sin equipo,Staff,NA,NA,Mujer,26,Secundario,CABA,NA
2019,2,2019.2,SysAdmin / DevOps / SRE,Infraestructura,NA,95000,11.461632170582678,NA,7.380325127214777,1604.11122327246,NA,4,0,2,0,Sin equipo,Tercerizado,NA,NA,Hombre,35,Universitario,CABA,NA
2019,2,2019.2,Infosec,Ciberseguridad,NA,76800,11.248959919135764,NA,7.167652875767863,1296.7972836560518,NA,9,4,1,0,Sin equipo,Staff,NA,NA,Hombre,33,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,40000,10.596634733096073,NA,6.5153276897281724,675.4152519041936,NA,3,0,0,0,Sin equipo,Staff,NA,NA,Hombre,28,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,61000,11.018629143155449,NA,6.937322099787548,1030.0082591538953,NA,2,2,2,0,Sin equipo,Tercerizado,NA,NA,Hombre,23,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,65000,11.082142548877775,NA,7.000835505509873,1097.5497843443147,NA,4,4,4,2,Equipo pequeño,Staff,NA,NA,Hombre,28,Terciario,CABA,NA
2019,2,2019.2,Consultant,Desarrollo / QA,NA,56000,10.933106969717286,NA,6.851799926349385,945.5813526658711,NA,12,4,4,0,Sin equipo,Staff,NA,NA,Hombre,32,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,70000,11.156250521031495,NA,7.074943477663595,1181.9766908323388,NA,4,0,4,0,Sin equipo,Staff,NA,NA,Hombre,24,Universitario,CABA,NA
2019,2,2019.2,Technical Leader,Roles de gestión,NA,110000,11.608235644774552,NA,7.526928601406652,1857.3919427365324,NA,11,3,1,10,Equipo mediano,Staff,NA,NA,Hombre,31,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,90000,11.407564949312402,NA,7.326257905944502,1519.6843167844356,NA,6,1,3,0,Sin equipo,Staff,NA,NA,Hombre,34,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,145000,11.884489021402711,NA,7.803181978034811,2448.3802881527017,NA,5,2,4,0,Sin equipo,Staff,NA,NA,Hombre,23,Secundario,CABA,NA
2019,2,2019.2,SysAdmin / DevOps / SRE,Infraestructura,NA,107000,11.580584113444043,NA,7.499277070076142,1806.735798843718,NA,12,0,8,0,Sin equipo,Staff,NA,NA,Hombre,36,Universitario,CABA,NA
2019,2,2019.2,QA / Tester,Desarrollo / QA,NA,58892,10.9834605369853,NA,6.902153493617399,994.4138753785443,NA,0,0,0,0,Sin equipo,Staff,NA,NA,Mujer,32,Terciario,CABA,NA
2019,2,2019.2,Technical Leader,Roles de gestión,NA,83000,11.326595886778735,NA,7.245288843410834,1401.4866477012017,NA,15,6,2,8,Equipo mediano,Staff,NA,NA,Hombre,31,Secundario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,203400,12.222929762596596,NA,8.141622719228696,3434.4865559328246,NA,10,0,0,0,Sin equipo,Staff,NA,NA,Hombre,30,Secundario,CABA,NA
2019,2,2019.2,Storage / Backup,Infraestructura,NA,45000,10.714417768752456,NA,6.633110725384556,759.8421583922178,NA,2,0,0,0,Sin equipo,Staff,NA,NA,Hombre,34,Universitario,CABA,NA
2019,2,2019.2,Infosec,Ciberseguridad,NA,54000,10.896739325546411,NA,6.81543228217851,911.8105900706614,NA,5,4,2.5,4,Equipo pequeño,Staff,NA,NA,Hombre,27,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,107000,11.580584113444043,NA,7.499277070076142,1806.735798843718,NA,8,5,1,0,Sin equipo,Staff,NA,NA,Hombre,26,Universitario,CABA,NA
2019,2,2019.2,VP / C-Level,Roles de gestión,NA,180000,12.100712129872347,NA,8.019405086504447,3039.3686335688712,NA,20,10,5,10,Equipo mediano,Staff,NA,NA,Hombre,39,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,37000,10.51867319162636,NA,6.4373661482584605,624.7591080113791,NA,1,1,1,5,Equipo mediano,Staff,NA,NA,Hombre,27,Terciario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,44000,10.691944912900398,NA,6.610637869532497,742.956777094613,NA,2,0,0,0,Sin equipo,Staff,NA,NA,Hombre,25,Secundario,CABA,NA
2019,2,2019.2,QA / Tester,Desarrollo / QA,NA,55000,10.915088464214607,NA,6.833781420846707,928.6959713682662,NA,7,0,7,0,Sin equipo,Staff,NA,NA,Hombre,32,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,70000,11.156250521031495,NA,7.074943477663595,1181.9766908323388,NA,6,1,1,2,Equipo pequeño,Staff,NA,NA,Hombre,25,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,42000,10.645424897265505,NA,6.564117853897605,709.1860144994033,NA,1,1,1,0,Sin equipo,Staff,NA,NA,Hombre,29,Terciario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,72000,11.184421397998193,NA,7.103114354630292,1215.7474534275486,NA,4,4,0,0,Sin equipo,Staff,NA,NA,Hombre,29,Terciario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,78000,11.26446410567173,NA,7.183157062303828,1317.0597412131776,NA,1,0,0,0,Sin equipo,Staff,NA,NA,Mujer,31,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,80000,11.289781913656018,NA,7.208474870288118,1350.8305038083872,NA,7,0,0,0,Sin equipo,Tercerizado,NA,NA,Hombre,27,Universitario,CABA,NA
2019,2,2019.2,Networking,Infraestructura,NA,60000,11.002099841204238,NA,6.920792797836337,1013.1228778562904,NA,5,5,5,0,Sin equipo,Staff,NA,NA,Hombre,44,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,130000,11.77528972943772,NA,7.693982686069819,2195.0995686886295,NA,7,2,2,0,Sin equipo,Staff,NA,NA,Hombre,28,Universitario,CABA,NA
2019,2,2019.2,DBA,Infraestructura,NA,80000,11.289781913656018,NA,7.208474870288118,1350.8305038083872,NA,8,6,6,0,Sin equipo,Staff,NA,NA,Hombre,33,Universitario,CABA,NA
2019,2,2019.2,Technical Leader,Roles de gestión,NA,157000,11.964001084330445,NA,7.882694040962544,2651.00486372396,NA,14,7,4,6,Equipo mediano,Staff,NA,NA,Hombre,37,Universitario,CABA,NA
2019,2,2019.2,SysAdmin / DevOps / SRE,Infraestructura,NA,300000,12.611537753638338,NA,8.530230710270438,5065.6143892814525,NA,12,4,2,2,Equipo pequeño,Staff,NA,NA,Hombre,36,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,42926,10.66723298194161,NA,6.585925938573709,724.8218775809854,NA,4,2,2,2,Equipo pequeño,Staff,NA,NA,Hombre,22,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,34500,10.448714603019452,NA,6.36740755965155,582.545654767367,NA,0,0,0,0,Sin equipo,Otro,NA,NA,Hombre,25,Universitario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,58500,10.976782033219948,NA,6.895474989852047,987.7948059098832,NA,12,1,5,0,Sin equipo,Staff,NA,NA,Hombre,47,Terciario,CABA,NA
2019,2,2019.2,Developer,Desarrollo / QA,NA,62000,11.03488966402723,NA,6.953582620659328,1046.8936404515002,NA,7,3,3,0,Sin equipo,Staff,NA,NA,Hombre,34,Universitario,CABA,NA
2019,2,2019.2,SysAdmin / DevOps / SRE,Infraestructura,NA,46000,10.736396675471232,NA,6.655089632103332,776.7275396898227,NA,3,3,1.5,0,Sin equipo,Otro,NA,NA,Hombre,21,Terciario,CABA,NA
